ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
1719,Acer,Swift 3,Home,2900.00,6,Lima Sur
1720,Asus,TUF F15,DiseÃ±o,5000.00,5,Los Olivos
1721,Dell,XPS 13,DiseÃ±o,2100.00,14,Miraflores
1722,HP,Victus 16,Empresarial,4000.00,19,San Isidro
1723,HP,EliteBook 840,Oficina,7600.00,42,Miraflores
1724,Dell,XPS 13,Home,14900.00,31,Los Olivos
1725,Asus,ROG Strix G15,Home,7500.00,31,Lima Centro
1726,Asus,ZenBook 14,Empresarial,10400.00,14,La Molina
1727,Dell,Latitude 5420,EducaciÃ³n,14800.00,17,Lima Este
1728,Acer,Predator Helios 300,DiseÃ±o,3900.00,14,Surco
1729,Asus,ROG Strix G15,Oficina,14700.00,17,Miraflores
1730,HP,Victus 16,DiseÃ±o,11900.00,20,Miraflores
1731,Dell,XPS 13,Gamer,4300.00,30,Miraflores
1732,Asus,VivoBook 15,Home,2800.00,12,Los Olivos
1733,Apple,MacBook Air M1,Empresarial,3500.00,23,La Molina
1734,Apple,MacBook Air M2,Home,9500.00,41,Lima Este
1735,Apple,MacBook Air M1,Oficina,9100.00,4,San Isidro
1736,Apple,MacBook Air M1,Gamer,5400.00,42,Lima Norte
1737,Acer,Swift 3,Home,6600.00,25,Miraflores
1738,HP,Pavilion 15,Gamer,7300.00,21,Lima Norte
1739,Acer,Aspire 5,DiseÃ±o,13800.00,20,Miraflores
1740,Asus,ZenBook 14,Empresarial,12900.00,39,San Borja
1741,MSI,Katana GF66,Home,5100.00,48,Surco
1742,Dell,Inspiron 15,EducaciÃ³n,10600.00,2,Surco
1743,MSI,Modern 14,Oficina,12600.00,12,Surco
1744,Asus,ZenBook 14,EducaciÃ³n,8800.00,3,Surco
1745,Asus,ROG Strix G15,Home,7600.00,29,Lima Centro
1746,MSI,Modern 14,Gamer,5700.00,25,Lima Norte
1747,Lenovo,IdeaPad 3,Oficina,7600.00,34,Lima Norte
1748,Dell,XPS 13,Home,12500.00,9,Lima Norte
1749,Acer,Nitro 5,EducaciÃ³n,13100.00,48,Lima Este
1750,Acer,Swift 3,Empresarial,12000.00,33,Lima Sur
1751,Asus,VivoBook 15,DiseÃ±o,12700.00,24,Lima Norte
1752,MSI,Katana GF66,Gamer,7300.00,1,Lima Sur
1753,Lenovo,Yoga Slim 7,EducaciÃ³n,10600.00,33,Los Olivos
1754,Apple,MacBook Air M2,Gamer,7200.00,1,Lima Centro
1755,Lenovo,Yoga Slim 7,DiseÃ±o,8400.00,13,San Isidro
1756,Lenovo,ThinkPad E14,Empresarial,9300.00,36,Los Olivos
1757,Acer,Aspire 5,DiseÃ±o,5000.00,10,San Isidro
1758,Apple,MacBook Air M1,Home,8800.00,21,San Isidro
1759,MSI,Modern 14,DiseÃ±o,13300.00,23,Miraflores
1760,HP,EliteBook 840,EducaciÃ³n,5400.00,18,San Borja
1761,Lenovo,ThinkPad E14,Empresarial,10000.00,49,Lima Norte
1762,Acer,Swift 3,Gamer,14700.00,30,Lima Sur
1763,MSI,Katana GF66,Home,11900.00,36,La Molina
1764,Lenovo,Yoga Slim 7,Home,9300.00,7,Surco
1765,MSI,GF63,Empresarial,12800.00,42,La Molina
1766,Acer,Aspire 5,Oficina,12900.00,44,San Isidro
1767,Asus,TUF F15,Oficina,12300.00,17,San Borja
1768,HP,Victus 16,Gamer,10000.00,8,Lima Norte
1769,Apple,MacBook Air M2,DiseÃ±o,12900.00,39,Lima Sur
1770,MSI,GF63,Gamer,7000.00,11,Lima Este
1771,Apple,MacBook Air M1,DiseÃ±o,4500.00,9,Los Olivos
1772,Acer,Predator Helios 300,Empresarial,8200.00,30,Lima Norte
1773,MSI,Katana GF66,Home,10200.00,19,Lima Centro
1774,Asus,VivoBook 15,Gamer,8000.00,26,Lima Este
1775,Dell,Inspiron 15,DiseÃ±o,6100.00,28,Lima Norte
1776,HP,EliteBook 840,EducaciÃ³n,10000.00,42,La Molina
1777,MSI,GF63,Home,12000.00,17,La Molina
1778,Lenovo,Legion 5,EducaciÃ³n,14800.00,4,Miraflores
1779,Asus,ROG Strix G15,EducaciÃ³n,8100.00,11,Miraflores
1780,Asus,VivoBook 15,DiseÃ±o,8800.00,15,Surco
1781,Asus,VivoBook 15,DiseÃ±o,12600.00,33,Lima Sur
1782,HP,Victus 16,Empresarial,5900.00,34,San Borja
1783,Dell,G15,DiseÃ±o,12800.00,13,Lima Este
1784,MSI,GF63,EducaciÃ³n,11400.00,4,Miraflores
1785,Acer,Nitro 5,Oficina,14700.00,42,San Isidro
1786,Asus,ROG Strix G15,EducaciÃ³n,6600.00,15,Lima Sur
1787,Asus,VivoBook 15,EducaciÃ³n,14800.00,20,Lima Norte
1788,Asus,ZenBook 14,Gamer,2400.00,3,Lima Este
1789,Asus,ZenBook 14,Gamer,11500.00,41,Los Olivos
1790,Lenovo,IdeaPad 3,Empresarial,6500.00,25,Lima Norte
1791,Asus,ZenBook 14,Home,14400.00,33,Surco
1792,Lenovo,ThinkPad E14,Home,14000.00,49,Los Olivos
1793,Apple,MacBook Pro 14,EducaciÃ³n,13300.00,49,Miraflores
1794,Apple,MacBook Pro 14,Empresarial,3800.00,45,Lima Norte
1795,Lenovo,Legion 5,DiseÃ±o,14700.00,27,Miraflores
1796,MSI,Katana GF66,EducaciÃ³n,13300.00,3,La Molina
1797,HP,Pavilion 15,DiseÃ±o,5200.00,41,Lima Sur
1798,Asus,VivoBook 15,Gamer,4900.00,6,La Molina
1799,Acer,Predator Helios 300,Oficina,7500.00,6,Miraflores
1800,Apple,MacBook Pro 14,DiseÃ±o,11400.00,43,Lima Centro
1801,Acer,Swift 3,DiseÃ±o,13000.00,15,San Isidro
1802,Asus,TUF F15,Oficina,4200.00,13,La Molina
1803,Lenovo,Legion 5,DiseÃ±o,12800.00,2,San Borja
1804,MSI,Katana GF66,Gamer,14200.00,1,San Borja
1805,Asus,ZenBook 14,Home,14700.00,2,Surco
1806,Acer,Predator Helios 300,Home,14800.00,13,Lima Centro
1807,MSI,Katana GF66,DiseÃ±o,13300.00,18,San Isidro
1808,Lenovo,IdeaPad 3,Home,14900.00,2,Surco
1809,MSI,Modern 14,Home,11000.00,13,Los Olivos
1810,Acer,Nitro 5,Empresarial,7800.00,34,San Isidro
1811,Dell,XPS 13,Gamer,13400.00,5,Miraflores
1812,Dell,Inspiron 15,Home,5400.00,12,La Molina
1813,MSI,Modern 14,Home,12600.00,47,Lima Sur
1814,MSI,Katana GF66,DiseÃ±o,5900.00,7,Lima Centro
1815,Asus,VivoBook 15,Home,5000.00,27,La Molina
1816,MSI,Modern 14,DiseÃ±o,8500.00,30,Surco
1817,Acer,Nitro 5,Oficina,2400.00,41,La Molina
1818,MSI,Modern 14,Oficina,11300.00,5,Miraflores
1819,Apple,MacBook Pro 14,Gamer,7400.00,34,Miraflores
1820,Asus,ROG Strix G15,Home,9900.00,6,Lima Centro
1821,Dell,Inspiron 15,Empresarial,10900.00,6,San Isidro
1822,Asus,VivoBook 15,EducaciÃ³n,8000.00,43,Lima Sur
1823,Acer,Nitro 5,DiseÃ±o,4300.00,15,San Borja
1824,Acer,Nitro 5,Home,2000.00,10,Lima Sur
1825,MSI,Katana GF66,Empresarial,8500.00,29,Lima Centro
1826,HP,Pavilion 15,DiseÃ±o,4200.00,30,Lima Este
1827,Acer,Swift 3,Home,13000.00,3,San Isidro
1828,Lenovo,Legion 5,DiseÃ±o,14700.00,4,Lima Norte
1829,Apple,MacBook Air M1,Gamer,3200.00,1,Lima Sur
1830,MSI,GF63,Oficina,3700.00,50,San Borja
1831,Asus,ROG Strix G15,EducaciÃ³n,3900.00,4,San Isidro
1832,Dell,Latitude 5420,DiseÃ±o,12900.00,32,Lima Centro
1833,Acer,Nitro 5,Empresarial,2500.00,46,Lima Este
1834,HP,Envy 13,DiseÃ±o,7600.00,32,Lima Sur
1835,Dell,Latitude 5420,EducaciÃ³n,13300.00,41,Miraflores
1836,Lenovo,Yoga Slim 7,Gamer,10200.00,28,La Molina
1837,Dell,Latitude 5420,DiseÃ±o,7000.00,14,Lima Centro
1838,HP,Pavilion 15,Oficina,6800.00,37,Lima Sur
1839,Acer,Aspire 5,EducaciÃ³n,13300.00,32,Lima Norte
1840,Asus,TUF F15,Gamer,8700.00,41,Lima Sur
1841,Apple,MacBook Air M2,Gamer,15000.00,9,Surco
1842,Dell,Latitude 5420,Empresarial,5500.00,7,San Isidro
1843,Asus,TUF F15,Gamer,9800.00,14,Los Olivos
1844,Acer,Predator Helios 300,Oficina,7700.00,7,Lima Centro
1845,Asus,ROG Strix G15,Home,2600.00,41,Los Olivos
1846,MSI,GF63,EducaciÃ³n,11300.00,4,La Molina
1847,HP,EliteBook 840,Gamer,10100.00,13,Miraflores
1848,Dell,G15,DiseÃ±o,7500.00,40,Los Olivos
1849,Asus,ZenBook 14,EducaciÃ³n,12400.00,41,Miraflores
1850,Dell,G15,Oficina,5400.00,24,San Borja
1851,Apple,MacBook Pro 14,DiseÃ±o,6600.00,49,Lima Sur
1852,Dell,XPS 13,Gamer,8800.00,36,Lima Centro
1853,Dell,G15,Gamer,10000.00,45,San Borja
1854,Lenovo,IdeaPad 3,Home,6900.00,17,Los Olivos
1855,Dell,XPS 13,Empresarial,9600.00,40,San Isidro
1856,MSI,Modern 14,Gamer,5700.00,9,Lima Este
1857,Acer,Nitro 5,Home,4300.00,41,Surco
1858,HP,Victus 16,EducaciÃ³n,4200.00,33,San Isidro
1859,HP,Envy 13,EducaciÃ³n,10700.00,28,Lima Norte
1860,Acer,Predator Helios 300,DiseÃ±o,11600.00,22,Miraflores
1861,Asus,VivoBook 15,Gamer,4800.00,36,Surco
1862,Acer,Predator Helios 300,Oficina,13700.00,27,Lima Centro
1863,HP,Victus 16,Empresarial,9200.00,26,Lima Centro
1864,Acer,Aspire 5,Empresarial,10100.00,12,Lima Este
1865,Dell,XPS 13,Oficina,15000.00,6,San Isidro
1866,Asus,VivoBook 15,EducaciÃ³n,3300.00,45,Lima Norte
1867,Dell,Inspiron 15,Home,7500.00,46,Lima Norte
1868,Lenovo,Legion 5,Empresarial,7600.00,7,Lima Centro
1869,Acer,Nitro 5,DiseÃ±o,14900.00,29,Surco
1870,HP,Victus 16,Gamer,9900.00,49,San Isidro
1871,Lenovo,ThinkPad E14,Home,8800.00,34,La Molina
1872,Lenovo,ThinkPad E14,Oficina,11900.00,49,Surco
1873,HP,EliteBook 840,Empresarial,5100.00,27,Los Olivos
1874,Lenovo,ThinkPad E14,Oficina,8700.00,8,Los Olivos
1875,Dell,Latitude 5420,DiseÃ±o,2200.00,4,Lima Norte
1876,Dell,Inspiron 15,Empresarial,4900.00,25,Lima Centro
1877,HP,Pavilion 15,Oficina,15000.00,18,San Borja
1878,Dell,G15,Gamer,11800.00,12,Surco
1879,Lenovo,Legion 5,EducaciÃ³n,13900.00,27,Los Olivos
1880,Asus,TUF F15,Home,13700.00,35,San Isidro
1881,MSI,Modern 14,EducaciÃ³n,9900.00,23,Miraflores
1882,Apple,MacBook Air M2,Empresarial,11100.00,49,Lima Norte
1883,Lenovo,IdeaPad 3,Gamer,2200.00,18,La Molina
1884,MSI,GF63,Home,12000.00,13,Lima Norte
1885,Asus,VivoBook 15,Home,13100.00,13,San Isidro
1886,MSI,Katana GF66,Oficina,7500.00,37,San Borja
1887,MSI,GF63,Oficina,13800.00,44,Miraflores
1888,Dell,Latitude 5420,Empresarial,7400.00,15,Lima Este
1889,HP,Envy 13,Gamer,12100.00,50,Lima Este
1890,Acer,Swift 3,EducaciÃ³n,4400.00,45,Surco
1891,Lenovo,Legion 5,Home,13700.00,27,San Borja
1892,HP,Pavilion 15,Gamer,6000.00,41,Lima Centro
1893,Acer,Aspire 5,DiseÃ±o,6300.00,48,San Borja
1894,Lenovo,ThinkPad E14,Home,13500.00,11,Lima Centro
1895,Asus,ROG Strix G15,Gamer,14100.00,11,Surco
1896,HP,EliteBook 840,Gamer,9900.00,8,Surco
1897,Asus,ZenBook 14,EducaciÃ³n,11700.00,38,Lima Sur
1898,Asus,TUF F15,Home,5200.00,4,San Borja
1899,Apple,MacBook Air M1,Empresarial,5200.00,40,Lima Centro
1900,Acer,Nitro 5,DiseÃ±o,8800.00,31,Lima Centro
1901,Dell,Inspiron 15,Oficina,8800.00,6,Los Olivos
1902,Acer,Predator Helios 300,Gamer,2700.00,12,Lima Norte
1903,Apple,MacBook Pro 14,Gamer,3500.00,21,Lima Este
1904,MSI,Modern 14,Home,2800.00,47,Los Olivos
1905,Acer,Aspire 5,EducaciÃ³n,12100.00,4,Lima Centro
1906,Dell,Inspiron 15,Gamer,13800.00,47,Los Olivos
1907,Apple,MacBook Air M1,EducaciÃ³n,14000.00,48,Lima Este
1908,Acer,Aspire 5,DiseÃ±o,12700.00,18,San Isidro
1909,MSI,Modern 14,Empresarial,13000.00,1,Surco
1910,Dell,Inspiron 15,EducaciÃ³n,3900.00,39,Lima Este
1911,Acer,Aspire 5,Oficina,5700.00,15,La Molina
1912,Acer,Swift 3,DiseÃ±o,12800.00,43,Miraflores
1913,MSI,GF63,DiseÃ±o,6300.00,5,Lima Sur
1914,Lenovo,ThinkPad E14,EducaciÃ³n,5100.00,20,Lima Centro
1915,HP,Pavilion 15,Oficina,8500.00,14,Los Olivos
1916,Dell,G15,DiseÃ±o,12100.00,5,Miraflores
1917,MSI,Modern 14,Home,10800.00,20,La Molina
1918,Asus,ROG Strix G15,Home,3300.00,8,Los Olivos
1919,MSI,GF63,Home,9000.00,48,San Borja
1920,Dell,G15,Empresarial,13700.00,14,San Isidro
1921,Dell,G15,Home,12600.00,23,Surco
1922,Apple,MacBook Pro 14,Empresarial,6700.00,10,La Molina
1923,Acer,Nitro 5,Oficina,4300.00,20,Lima Norte
1924,Lenovo,ThinkPad E14,Oficina,4000.00,4,Miraflores
1925,Apple,MacBook Air M2,Oficina,8100.00,50,Miraflores
1926,Lenovo,IdeaPad 3,Gamer,5400.00,46,Lima Norte
1927,Asus,VivoBook 15,Home,7900.00,22,Lima Sur
1928,HP,Envy 13,EducaciÃ³n,8700.00,30,Lima Norte
1929,Asus,ZenBook 14,EducaciÃ³n,13400.00,3,Miraflores
1930,Asus,ROG Strix G15,Gamer,4000.00,12,La Molina
1931,MSI,Modern 14,Oficina,2700.00,35,San Borja
1932,Acer,Nitro 5,DiseÃ±o,14200.00,29,Miraflores
1933,HP,Envy 13,Empresarial,11400.00,31,San Borja
1934,Lenovo,ThinkPad E14,Empresarial,10500.00,48,San Isidro
1935,MSI,Modern 14,Gamer,8500.00,2,Lima Este
1936,Asus,ZenBook 14,Empresarial,5200.00,5,Lima Este
1937,MSI,Modern 14,Empresarial,10500.00,21,Lima Norte
1938,HP,EliteBook 840,Home,5200.00,7,Lima Sur
1939,Acer,Swift 3,Gamer,10200.00,16,San Borja
1940,Acer,Predator Helios 300,EducaciÃ³n,13800.00,7,La Molina
1941,MSI,Katana GF66,EducaciÃ³n,3200.00,44,La Molina
1942,MSI,Modern 14,Gamer,7500.00,13,Lima Este
1943,Dell,XPS 13,Empresarial,11500.00,41,Lima Centro
1944,Asus,ZenBook 14,EducaciÃ³n,3600.00,6,San Isidro
1945,Asus,TUF F15,Empresarial,13400.00,25,Lima Este
1946,Lenovo,Legion 5,Oficina,10000.00,48,Miraflores
1947,HP,Pavilion 15,EducaciÃ³n,11700.00,18,Lima Sur
1948,MSI,Modern 14,Home,3700.00,6,Lima Norte
1949,Asus,ZenBook 14,Oficina,9500.00,30,Lima Sur
1950,Dell,G15,Empresarial,6800.00,6,Miraflores
1951,Lenovo,IdeaPad 3,DiseÃ±o,10100.00,9,San Isidro
1952,MSI,Katana GF66,Home,11300.00,13,La Molina
1953,HP,EliteBook 840,DiseÃ±o,11300.00,37,Lima Sur
1954,Acer,Predator Helios 300,Oficina,3100.00,30,Lima Sur
1955,Asus,TUF F15,DiseÃ±o,9500.00,18,Lima Norte
1956,Acer,Swift 3,DiseÃ±o,11200.00,12,Lima Sur
1957,Apple,MacBook Air M2,Empresarial,10300.00,23,Miraflores
1958,HP,Envy 13,Empresarial,13400.00,12,Lima Centro
1959,Asus,ZenBook 14,Gamer,2000.00,15,Surco
1960,Acer,Swift 3,EducaciÃ³n,10300.00,45,San Isidro
1961,Asus,ROG Strix G15,EducaciÃ³n,3600.00,41,La Molina
1962,Acer,Nitro 5,Empresarial,7200.00,44,Miraflores
1963,Apple,MacBook Pro 14,Empresarial,13800.00,18,San Isidro
1964,Apple,MacBook Pro 14,Gamer,15000.00,28,Lima Este
1965,MSI,Katana GF66,Empresarial,6700.00,36,Miraflores
1966,Dell,Latitude 5420,Home,14200.00,19,Lima Este
1967,Acer,Aspire 5,Home,10000.00,38,Surco
1968,Dell,Latitude 5420,Gamer,8300.00,47,Lima Norte
1969,Dell,Inspiron 15,Home,4700.00,27,San Borja
1970,HP,EliteBook 840,Home,6000.00,26,Los Olivos
1971,Asus,VivoBook 15,Home,13300.00,37,San Borja
1972,Dell,Latitude 5420,Oficina,6200.00,42,Lima Este
1973,Lenovo,Yoga Slim 7,Empresarial,6400.00,14,La Molina
1974,MSI,GF63,Oficina,13000.00,24,Lima Centro
1975,Dell,G15,Oficina,2400.00,16,Los Olivos
1976,Asus,TUF F15,Empresarial,14300.00,10,Lima Sur
1977,Dell,XPS 13,Empresarial,5200.00,45,Lima Sur
1978,Apple,MacBook Air M2,Oficina,2200.00,46,Los Olivos
1979,Asus,ZenBook 14,EducaciÃ³n,4100.00,35,Lima Centro
1980,HP,Pavilion 15,Home,11700.00,32,San Borja
1981,Acer,Aspire 5,Gamer,4900.00,49,Los Olivos
1982,Lenovo,Yoga Slim 7,EducaciÃ³n,5000.00,25,Lima Este
1983,HP,EliteBook 840,EducaciÃ³n,7200.00,41,Miraflores
1984,Acer,Nitro 5,Empresarial,4800.00,38,Lima Norte
1985,Lenovo,IdeaPad 3,Home,7000.00,43,San Borja
1986,Apple,MacBook Air M2,Empresarial,14300.00,40,Lima Centro
1987,Lenovo,Legion 5,EducaciÃ³n,4300.00,25,Lima Centro
1988,MSI,Katana GF66,Oficina,7200.00,48,La Molina
1989,Asus,ROG Strix G15,EducaciÃ³n,4500.00,14,Lima Sur
1990,Lenovo,ThinkPad E14,Home,11900.00,8,San Borja
1991,Dell,G15,Empresarial,3100.00,25,La Molina
1992,Acer,Nitro 5,Gamer,9800.00,24,Lima Norte
1993,HP,Pavilion 15,Empresarial,2700.00,35,San Borja
1994,Apple,MacBook Air M2,Home,11900.00,46,La Molina
1995,Apple,MacBook Air M2,Empresarial,4000.00,26,Lima Sur
1996,Apple,MacBook Pro 14,Oficina,9000.00,32,Los Olivos
1997,Dell,Latitude 5420,EducaciÃ³n,9000.00,20,San Isidro
1998,Apple,MacBook Air M2,Empresarial,13300.00,49,Surco
1999,HP,EliteBook 840,EducaciÃ³n,14600.00,43,Miraflores
2000,Apple,MacBook Air M1,Empresarial,14600.00,25,Miraflores
2001,Apple,MacBook Pro 14,Home,13900.00,25,Lima Norte
2002,Asus,ZenBook 14,Home,13500.00,38,Lima Centro
2003,Dell,Inspiron 15,DiseÃ±o,9600.00,31,San Borja
2004,Asus,ZenBook 14,EducaciÃ³n,3700.00,14,San Borja
2005,Apple,MacBook Air M2,DiseÃ±o,3500.00,25,Lima Este
2006,MSI,GF63,Home,9000.00,4,Miraflores
2007,HP,Pavilion 15,Empresarial,5000.00,17,San Isidro
2008,Lenovo,IdeaPad 3,Empresarial,5300.00,20,Lima Este
2009,Dell,Latitude 5420,Gamer,9500.00,28,Los Olivos
2010,Dell,Inspiron 15,EducaciÃ³n,10100.00,15,Lima Centro
2011,Acer,Nitro 5,DiseÃ±o,2200.00,45,Lima Este
2012,Lenovo,Legion 5,Gamer,2100.00,3,Lima Este
2013,Lenovo,IdeaPad 3,EducaciÃ³n,12400.00,16,Miraflores
2014,Apple,MacBook Air M1,Home,14600.00,22,Lima Norte
2015,Asus,VivoBook 15,Gamer,5000.00,19,San Isidro
2016,Lenovo,Yoga Slim 7,EducaciÃ³n,5300.00,46,Lima Sur
2017,Dell,Inspiron 15,DiseÃ±o,7600.00,25,Lima Norte
2018,Apple,MacBook Air M2,EducaciÃ³n,11900.00,7,Lima Centro
2019,Asus,ZenBook 14,Home,14400.00,30,Lima Este
2020,Acer,Aspire 5,EducaciÃ³n,10200.00,5,Lima Sur
2021,HP,Envy 13,Gamer,2700.00,48,Lima Norte
2022,Apple,MacBook Air M2,DiseÃ±o,8800.00,33,Los Olivos
2023,Dell,G15,Home,12300.00,14,Lima Sur
2024,Lenovo,IdeaPad 3,Gamer,3200.00,31,Lima Este
2025,MSI,Katana GF66,Empresarial,13700.00,42,Lima Este
2026,Lenovo,IdeaPad 3,Oficina,12700.00,16,Miraflores
2027,Dell,Latitude 5420,DiseÃ±o,12900.00,2,Lima Centro
2028,Acer,Swift 3,Gamer,12500.00,14,Los Olivos
2029,Apple,MacBook Air M1,DiseÃ±o,7400.00,34,Surco
2030,Asus,TUF F15,EducaciÃ³n,7400.00,17,Lima Sur
2031,Lenovo,Yoga Slim 7,DiseÃ±o,7000.00,6,Lima Centro
2032,HP,EliteBook 840,Home,8000.00,30,Lima Este
2033,Dell,Latitude 5420,Oficina,2400.00,20,La Molina
2034,Apple,MacBook Pro 14,DiseÃ±o,11200.00,46,Lima Norte
2035,Lenovo,IdeaPad 3,Home,2400.00,10,Lima Centro
2036,HP,Victus 16,Gamer,5400.00,37,San Borja
2037,HP,EliteBook 840,EducaciÃ³n,13000.00,4,Miraflores
2038,Asus,VivoBook 15,Home,12700.00,34,La Molina
2039,Apple,MacBook Air M1,Gamer,11700.00,42,Surco
2040,Lenovo,Yoga Slim 7,Gamer,6600.00,38,Lima Sur
2041,Lenovo,ThinkPad E14,EducaciÃ³n,4000.00,44,Lima Este
2042,Lenovo,IdeaPad 3,EducaciÃ³n,5200.00,45,Surco
2043,MSI,Katana GF66,Gamer,5700.00,10,La Molina
2044,Apple,MacBook Air M1,Empresarial,4200.00,2,Lima Sur
2045,Lenovo,Legion 5,Empresarial,13200.00,13,Surco
2046,Dell,Latitude 5420,Oficina,12300.00,34,Lima Este
2047,Lenovo,ThinkPad E14,Empresarial,6700.00,16,Lima Norte
2048,Acer,Nitro 5,Oficina,10900.00,4,Los Olivos
2049,Apple,MacBook Air M2,DiseÃ±o,5000.00,10,La Molina
2050,Dell,XPS 13,Home,13900.00,37,San Isidro
2051,MSI,GF63,Gamer,9900.00,15,Lima Este
2052,Acer,Nitro 5,Empresarial,6000.00,15,Lima Este
2053,Apple,MacBook Air M1,DiseÃ±o,9600.00,13,Surco
2054,MSI,Katana GF66,Empresarial,12200.00,3,San Isidro
2055,HP,Pavilion 15,Home,2400.00,8,Lima Centro
2056,Lenovo,ThinkPad E14,DiseÃ±o,2300.00,37,Surco
2057,Acer,Swift 3,Gamer,14900.00,38,Surco
2058,Acer,Swift 3,DiseÃ±o,8600.00,16,Los Olivos
2059,Acer,Nitro 5,DiseÃ±o,5600.00,44,Los Olivos
2060,Asus,VivoBook 15,Gamer,13600.00,7,Lima Norte
2061,HP,EliteBook 840,EducaciÃ³n,7200.00,27,San Isidro
2062,Apple,MacBook Pro 14,EducaciÃ³n,3200.00,49,Lima Norte
2063,MSI,Katana GF66,Empresarial,4400.00,12,San Isidro
2064,Apple,MacBook Air M1,EducaciÃ³n,8200.00,22,La Molina
2065,Lenovo,Legion 5,Gamer,9000.00,46,Lima Sur
2066,Dell,G15,Gamer,9600.00,20,San Isidro
2067,Lenovo,Yoga Slim 7,Home,7100.00,11,San Borja
2068,Apple,MacBook Pro 14,Home,2600.00,43,Lima Centro
2069,Acer,Predator Helios 300,Home,10400.00,3,Lima Centro
2070,Dell,Inspiron 15,Home,12300.00,35,Lima Este
2071,HP,Victus 16,Oficina,9400.00,19,Lima Centro
2072,Lenovo,IdeaPad 3,EducaciÃ³n,9400.00,26,Lima Centro
2073,Asus,VivoBook 15,Gamer,15000.00,29,Lima Este
2074,Dell,Inspiron 15,Home,8600.00,12,Los Olivos
2075,Lenovo,IdeaPad 3,Home,14800.00,14,Lima Este
2076,Lenovo,ThinkPad E14,Empresarial,14500.00,43,San Isidro
2077,Asus,ZenBook 14,Gamer,10500.00,1,Surco
2078,Asus,TUF F15,Gamer,10800.00,3,San Isidro
2079,Acer,Aspire 5,EducaciÃ³n,15000.00,12,San Isidro
2080,Acer,Aspire 5,EducaciÃ³n,9100.00,20,Lima Sur
2081,Lenovo,Legion 5,Empresarial,6900.00,14,San Borja
2082,Lenovo,ThinkPad E14,Home,11300.00,21,Miraflores
2083,Asus,TUF F15,Empresarial,11400.00,13,Lima Este
2084,Asus,ROG Strix G15,DiseÃ±o,5100.00,5,Miraflores
2085,Lenovo,Yoga Slim 7,Oficina,3000.00,48,Lima Norte
2086,HP,Victus 16,DiseÃ±o,14700.00,22,Surco
2087,Lenovo,IdeaPad 3,Home,3400.00,6,Surco
2088,Lenovo,IdeaPad 3,Gamer,6400.00,10,Lima Centro
2089,Asus,ROG Strix G15,Gamer,13800.00,27,Surco
2090,Asus,VivoBook 15,Home,7500.00,20,Lima Este
2091,Dell,Inspiron 15,Home,10900.00,23,Miraflores
2092,Acer,Aspire 5,DiseÃ±o,14000.00,40,Lima Norte
2093,Dell,Latitude 5420,Empresarial,5200.00,41,Los Olivos
2094,Lenovo,Legion 5,Home,6200.00,32,Lima Este
2095,Lenovo,IdeaPad 3,Gamer,13400.00,15,Lima Este
2096,Dell,G15,EducaciÃ³n,7000.00,36,Lima Centro
2097,Asus,TUF F15,Oficina,11400.00,40,San Isidro
2098,HP,Victus 16,Home,10400.00,11,Los Olivos
2099,Apple,MacBook Air M2,Empresarial,8700.00,48,San Borja
2100,Lenovo,Yoga Slim 7,Oficina,3300.00,50,Surco
2101,MSI,Katana GF66,Empresarial,13700.00,38,Surco
2102,HP,Pavilion 15,EducaciÃ³n,14800.00,25,Miraflores
2103,Dell,Inspiron 15,Home,7200.00,2,Surco
2104,Lenovo,Yoga Slim 7,Empresarial,6700.00,18,Lima Centro
2105,Asus,ROG Strix G15,Home,6000.00,2,Lima Norte
2106,Apple,MacBook Pro 14,Empresarial,12700.00,10,La Molina
2107,Apple,MacBook Air M1,DiseÃ±o,9500.00,19,Lima Este
2108,MSI,Katana GF66,Empresarial,2900.00,24,Miraflores
2109,Apple,MacBook Air M1,DiseÃ±o,9900.00,49,Lima Centro
2110,Lenovo,ThinkPad E14,Gamer,15000.00,19,Miraflores
2111,Dell,G15,Gamer,7500.00,41,Lima Centro
2112,MSI,Modern 14,DiseÃ±o,4100.00,8,Los Olivos
2113,Dell,XPS 13,Home,6100.00,21,Miraflores
2114,Dell,Latitude 5420,DiseÃ±o,10900.00,29,Lima Norte
2115,Acer,Swift 3,EducaciÃ³n,4000.00,41,Los Olivos
2116,Asus,ROG Strix G15,Home,13200.00,50,Miraflores
2117,Apple,MacBook Pro 14,EducaciÃ³n,4500.00,49,Lima Norte
2118,Acer,Predator Helios 300,Oficina,6900.00,7,Miraflores
2119,Acer,Aspire 5,Empresarial,4200.00,22,Lima Sur
2120,HP,Pavilion 15,Gamer,5200.00,38,Lima Sur
2121,Apple,MacBook Air M1,EducaciÃ³n,12500.00,35,San Isidro
2122,Lenovo,ThinkPad E14,Empresarial,12100.00,42,Lima Norte
2123,Apple,MacBook Pro 14,EducaciÃ³n,4500.00,36,Surco
2124,MSI,GF63,EducaciÃ³n,6700.00,14,San Borja
2125,MSI,Modern 14,Empresarial,5000.00,44,Lima Norte
2126,Acer,Nitro 5,Home,8200.00,26,Lima Centro
2127,Acer,Aspire 5,EducaciÃ³n,9100.00,7,La Molina
2128,Asus,ZenBook 14,Oficina,12800.00,32,Los Olivos
